연월,지역,사업유형,주소,주택명,세대수
2025-05,경북,분양,경상북도 구미시 인의동  515-0,인동 하늘채 디어반 2차,907
2026-11,경북,분양,경상북도 영주시 상망동 산78-1번지 일원,영주자이 시그니처,763
2025-11,경북,분양,경상북도 영주시 휴천동  산 1-1,영주 아이파크,428
2026-06,경북,분양,경상북도 울진군 후포면 금음리 5-4,울진후포 오션더캐슬,123
2025-07,경북,분양,경상북도 칠곡군 석적읍 중리 647-0,우방아이유쉘 유라밸,310
2025-02,경북,분양,경상북도 칠곡군 왜관읍 금산리 0-0,칠곡 왜관 월드메르디앙 웰리지,352
2025-10,경북,분양,경상북도 포항시 남구 구룡포읍 하정리 828-0,포항 푸르지오 마린시티,678
2025-12,경북,분양,경상북도 포항시 북구 득량동  산 19-8,삼구트리니엔 시그니처,547
2025-10,경북,분양,경상북도 포항시 북구 양덕동  산 235-0,힐스테이트 환호공원 [2블록],1404
2025-10,경북,분양,경상북도 포항시 북구 양덕동  산 261-0,힐스테이트 환호공원 [1블록],1590
2026-05,경북,분양,경상북도 포항시 북구 학산동  산 53-15,학산 한신더휴 엘리트파크,1455
2026-05,경북,분양,경상북도 포항시 북구 학잠동  93-4,포항자이 애서턴,1433
2026-10,경북,분양,경상북도 포항시 북구 항구동  17-358,포항자이 디오션,212
2026-05,경북,임대,경상북도 포항시 북구 흥해읍 학성리 0-0,포항흥해 국민임대주택,200
2025-04,광주,분양,광주광역시 광산구 선암동  0-0,광주선운2 신혼희망타운 A-1BL 공공분양,492
2025-04,광주,분양,광주광역시 광산구 선암동  0-0,광주선운2 신혼희망타운 A-3BL 공공분양,249
2025-03,광주,분양조합,광주광역시 광산구 선암동  77-11,어등산 진아리채 리버필드,598
2025-04,광주,임대,광주광역시 광산구 선암동 A1,광주선운2A1신혼희망타운(행복주택),336
2025-04,광주,임대,광주광역시 광산구 선암동 A3,광주선운2A3신혼희망타운(행복주택),147
2025-09,광주,분양조합,광주광역시 광산구 신창동  산 98-2,신창 유탑 유블레스 리버시티,304
2026-01,광주,분양,광주광역시 광산구 쌍암동  694-77,벨루미체 첨단,57
2026-07,광주,분양,광주광역시 광산구 운수동  0-0,예다음(B-2블록) ,554
2026-02,광주,분양조합,광주광역시 광산구 하산동  254-1,광산센트럴파크,397
2025-03,광주,분양,광주광역시 남구 방림동 473-5,오네뜨하이브,199
2025-09,광주,분양조합,광주광역시 남구 월산동  318-0,더퍼스트 데시앙,565
2026-05,광주,분양임대조합,광주광역시 동구 계림동  125-0,교대역 모아엘가 그랑데,815
2026-09,광주,분양조합,광주광역시 북구 동림동  272-0,운암산공원 진아리채 그랑뷰,414
2026-12,광주,분양,광주광역시 북구 매곡동  355-0,힐스테이트 중외공원 3블록,681
2026-12,광주,분양,광주광역시 북구 매곡동  산 131-1,힐스테이트 중외공원 2블록,785
2026-09,광주,분양,광주광역시 북구 본촌동 180,본촌동 코오롱하늘채,428
2026-10,광주,분양임대,광주광역시 북구 삼각동  700-0,위파크 일곡공원,1004
2025-04,광주,분양임대,광주광역시 북구 신안동  산 2-3,산이고운 신용PARK,265
2026-09,광주,분양,광주광역시 북구 연제동  583-6,연제첨단 광신프로그레스,380
2026-04,광주,분양조합,광주광역시 북구 운암동  252-0,"운암자이포레나 퍼스티체(1,2,3단지)",3214
2025-02,광주,분양,광주광역시 북구 운암동  65-6,센트럴운암 모아엘가 트레뷰,303
2026-10,광주,분양,광주광역시 북구 월출동  0-0,첨단 제일풍경채 A5블록,584
2026-01,광주,분양,광주광역시 서구 금호동  산 109-0,위파크 마륵공원,917
2026-05,광주,분양조합,광주광역시 서구 마륵동  47-7,상무 양우내안愛 퍼스트힐,312
2025-04,광주,분양,광주광역시 서구 쌍촌동  600-0,상무센트럴자이,903
2025-02,광주,분양,광주광역시 서구 치평동  1208-5,광주 상무 퍼스티넘 스위첸,226
2026-08,광주,분양임대,광주광역시 서구 풍암동  10-12,위파크 더 센트럴,695
2025-01,광주,분양,광주광역시 서구 화정동  23-191,화정 골드클래스2차,138
2026-01,대구,분양임대조합,대구광역시 남구 대명동  2017-2,e편한세상 명덕역 퍼스트마크,1758
2026-02,대구,분양,대구광역시 남구 대명동  202-1,힐스테이트 대명 센트럴 2차,977
2026-04,대구,분양임대조합,대구광역시 남구 대명동  2301-2,대명자이 그랜드시티,2023
2025-11,대구,,대구광역시 남구 대명동 289-9,힐스테이트대구,325
2025-09,대구,분양,대구광역시 달서구 감삼동  505-1,해링턴 플레이스 감삼 Ⅲ,363
2026-04,대구,분양,대구광역시 달서구 감삼동  553,해링턴 플레이스 트라이빗,299
2025-04,대구,분양,대구광역시 달서구 감삼동  599-51,이안 엑소디움 에이펙스,117
2025-01,대구,분양조합,대구광역시 달서구 두류동  138-2,두류역 서한포레스트,480
2025-12,대구,분양,대구광역시 달서구 본동  743-0,달서 롯데캐슬 센트럴스카이,481
2025-06,대구,분양,대구광역시 달서구 본동  760-0,빌리브 라디체,520
2026-05,대구,분양,대구광역시 달서구 본동  888-2,더샵 달서 센트엘로,272
2026-03,대구,분양,대구광역시 달서구 본리동  358-5,달서 푸르지오 시그니처,993
2026-06,대구,,대구광역시 달서구 본리동  661-9,본리동 자이,360
2025-06,대구,분양,대구광역시 달서구 상인동  1332-100,상인 푸르지오 센터파크,990
2025-09,대구,임대,대구광역시 달서구 죽전동 74-23,대구죽전(행복주택)산업단지형,50
2026-04,대구,분양,대구광역시 동구 신천동  137-1,힐스테이트 동대구 센트럴,481
2025-01,대구,분양조합,대구광역시 동구 신천동  301-2,더 센트럴 화성파크드림,257
2025-10,대구,분양,대구광역시 동구 신천동  481-1,더 팰리스트 데시앙,418
2025-11,대구,분양,대구광역시 동구 신천동 328-1,e편한세상 동대구역 센텀스퀘어,322
2025-07,대구,분양,대구광역시 북구 고성동1가  162-11,태왕 THE아너스 오페라 아파트,532
2026-02,대구,분양조합,대구광역시 북구 관음동  603-0,태왕아너스 프리미어,200
2026-06,대구,임대,대구광역시 북구 복현동 617-8,복현청아람 더영,278
2025-02,대구,분양,대구광역시 북구 읍내동  1090-0,화성파크드림 구수산공원,520
2025-01,대구,분양,대구광역시 북구 칠성동2가  302-125,빌리브 루센트 ,258
2026-04,대구,분양,대구광역시 북구 칠성동2가  302-141,대구역 센트레빌 더 오페라,245
2026-02,대구,분양,대구광역시 북구 칠성동2가  321-0,대구 힐스테이트 칠성 더오페라,577
2025-04,대구,분양,대구광역시 북구 칠성동2가  500-2,대구역자이 더 스타,424
2026-01,대구,임대,대구광역시 북구 칠성동2가 725,칠성호반써밋하이브파크(민간임대),446
2025-08,대구,분양조합,대구광역시 서구 내당동  220-1,두류역자이,1300
2025-07,대구,분양조합,대구광역시 서구 내당동  225-1,두류 스타힐스,840
2025-07,대구,분양,대구광역시 서구 비산동  934-1,힐스테이트 서대구역 센트럴 ,762
2026-02,대구,분양,대구광역시 수성구 범어동  48-26,범어자이,399
2025-11,대구,조합,대구광역시 수성구 범어동  650,범어아이파크2차,490
2026-02,대구,,대구광역시 수성구 범어동 1,대구MBC부지 주거복합,604
2025-00,대구,,대구광역시 수성구 지산동 1055-1,더파크수성못,108
2025-01,대구,분양,대구광역시 수성구 파동  118-118,수성 포레스트 스위첸,755
2026-04,대구,,대구광역시 신천동 311-4,신천동푸르지오,540
2025-11,대구,분양,대구광역시 중구 공평동  58-1,더샵 동성로센트리엘,392
2025-11,대구,,대구광역시 중구 남산동 2116-19번지 일원,명덕역 루지움 푸르나임(남산행복가로주택),152
2025-11,대구,,대구광역시 중구 남산동 938-1번지 일원,반월당역 반도유보라,147
2025-05,대구,분양,대구광역시 중구 동인동1가  211-0,힐스테이트 동인,941
2026-08,대구,,대구광역시 중구 사일동 15-1번지 일원,사일동 주상복합,299
2025-03,대구,분양,대구광역시 중구 태평로 105(태평로3가),힐스테이트 대구역 퍼스트 2차,174
2025-03,대구,분양,대구광역시 중구 태평로3가  221-5,힐스테이트 대구역 퍼스트,216
2025-05,대전,분양,대전광역시 대덕구 송촌동  산 25-6,엘리프 송촌 더 파크,799
2026-05,대전,분양,대전광역시 대덕구 읍내동  521-9,대전 대덕 한양수자인,264
2025-00,대전,임대,대전광역시 동구 낭월동  190-1,낭월다가온,162
2026-06,대전,분양,대전광역시 동구 삼성동  112-1,e편한세상 대전역 센텀비스타,400
2025-07,대전,분양,대전광역시 동구 인동  72-1,대전스카이자이르네,175
2025-00,대전,임대,대전광역시 동구 홍도동  1014,에코시티,46
2026-11,대전,분양임대,대전광역시 서구 가수원동  656-2,관저 푸르지오 센트럴파크 2단지,330
2026-11,대전,분양임대,대전광역시 서구 관저동  7-27,관저 푸르지오 센트럴파크 1단지,330
2025-01,대전,분양임대조합,대전광역시 서구 도마동  145-8,호반써밋 그랜드 센트럴,1558
2026-05,대전,분양,대전광역시 서구 도마동  산 39-1,한화 포레나 대전월평공원 2단지,690
2025-02,대전,분양조합,대전광역시 서구 용문동  225-9,둔산 더샵 엘리프 ,2763
2025-07,대전,분양,대전광역시 서구 용문동  593-11,대전 씨엘리오 스위첸,146
2026-02,대전,분양,대전광역시 서구 용문동  594-6,대전 에테르 스위첸,138
2026-05,대전,분양,대전광역시 서구 정림동  산 23-21,한화 포레나 대전월평공원 1단지,659
2025-06,대전,분양조합,대전광역시 서구 탄방동  514-360,둔산 자이 아이파크,1974
2026-07,대전,분양임대,대전광역시 유성구 용계동  산27-1,도안 우미린 트리쉐이드,1754
2025-12,대전,분양,대전광역시 유성구 원신흥동  660-0,갑천2 트리풀시티 엘리프 민간참여형 공공분양주택,474
2025-12,대전,분양,대전광역시 유성구 원신흥동  660-0,갑천2 트리풀시티 엘리프 민간참여형 민영주택,462
2025-11,대전,임대,대전광역시 유성구 장대동 232,대전장대A1(행복주택),800
2026-02,대전,분양임대,대전광역시 유성구 학하동  676-1,포레나 대전학하 1단지,1029
2026-12,대전,분양임대조합,대전광역시 중구 문화동  330-0,e편한세상 서대전역 센트로,749
2025-04,대전,분양임대조합,대전광역시 중구 선화동  339-55,해링턴 플레이스 휴리움,997
2025-04,대전,분양,대전광역시 중구 선화동  87-5,대전 하늘채 스카이앤 2차,743
2025-03,대전,분양조합,대전광역시 중구 중촌동  21-0,중촌 SK VIEW,808
2025-05,부산,분양,부산광역시 강서구 강동동  0-0,강서자이 에코델타,856
2025-04,부산,분양,부산광역시 강서구 강동동  0-0,e편한세상 에코델타 센터포인트,953
2025-06,부산,분양,부산광역시 강서구 강동동  0-0,에코델타시티 푸르지오 센터파크,972
2025-10,부산,분양,부산광역시 강서구 강동동  0-0,에코델타시티 푸르지오 린,886
2026-02,부산,분양,부산광역시 강서구 강동동  0-0,에코델타시티 대성베르힐 17BL,1120
2026-06,부산,분양,부산광역시 강서구 강동동  0-0,부산에코델타시티 디에트르 더 퍼스트(28BL),972
2026-11,부산,분양,부산광역시 강서구 강동동  0-0,증흥S-클래스,1067
2026-06,부산,분양조합,부산광역시 금정구 남산동  3-1,e편한세상 금정 메종카운티,415
2025-05,부산,분양,부산광역시 기장군 장안읍 좌동리 463-3,부산장안지구중흥S클래스B2(사전청약),531
2026-05,부산,분양조합,부산광역시 남구 대연동 455-25,한화포레나 부산대연,367
2026-06,부산,분양조합,부산광역시 남구 문현동  295-1,롯데캐슬 인피니엘,715
2026-01,부산,분양임대조합,부산광역시 남구 우암동  129-0,두산위브더제니스 오션시티,3048
2026-12,부산,분양임대조합,부산광역시 남구 우암동  189-0,해링턴 마레,2205
2025-11,부산,분양,부산광역시 부산진구 당감동  865-20,서면4차 봄여름가을겨울,607
2025-02,부산,분양임대,부산광역시 부산진구 범천동 1123-124,LH센트럴힐(공공임대),104
2025-08,부산,분양,부산광역시 부산진구 부암동  298-163,부암2차 비스타동원 아트포레,440
2025-05,부산,분양,부산광역시 부산진구 부암동  80-53,서면경남아너스빌엔테로까사,80
2025-04,부산,분양,부산광역시 부산진구 양정동  399-2,두산위브더제니스 센트럴 양정,244
2025-06,부산,분양,부산광역시 부산진구 양정동  406-5,아뜰리에933,72
2025-01,부산,분양임대조합,부산광역시 부산진구 양정동  73-7,양정자이더샵SKVIEW,2276
2025-04,부산,분양,부산광역시 부산진구 전포동  191-957,서면 가화만사성 더 테라스,158
2025-05,부산,분양조합,부산광역시 북구 덕천동 361,덕천3(삼진·목화아파트)  한화포레나 부산덕천3차,429
2025-03,부산,분양,부산광역시 사상구 주례동  213-22,냉정역 비스타동원,120
2025-01,부산,분양,부산광역시 사하구 하단동  510-27,사하 삼정그린코아 더시티,216
2025-04,부산,분양,부산광역시 서구 암남동  115-18,송도자이르네 디오션,227
2026-06,부산,분양임대조합,부산광역시 수영구 광안동  1240-38,드파인광안,1233
2026-09,부산,분양,부산광역시 연제구 거제동 439-10,거제역 양우내안애 아시아드,168
2026-06,부산,분양조합,부산광역시 연제구 연산동  1587-8,시청역 해모로 센티아,376
2025-08,부산,분양조합,부산광역시 연제구 연산동  588-1,연산 하늘채 엘센트로,368
2026-05,부산,분양,부산광역시 해운대구 송정동  201-1,더폴 디오션,184
2025-07,서울,조합,서울특별시 강남구 논현동 150-4,논현세광연립,41
2026-11,서울,임대,서울특별시 강남구 논현동 221-16,강남구 논현동 221-16(청년안심주택),94
2025-08,서울,분양임대조합,서울특별시 강남구 대치동  964-0,디에이치 대치 에델루이,282
2026-10,서울,분양임대조합,서울특별시 강남구 도곡동  540-0,래미안 레벤투스,308
2025-05,서울,임대,서울특별시 강남구 도곡동 954-17,강남구 도곡동 954-17(청년안심주택),209
2025-02,서울,조합,서울특별시 강남구 삼성동 79,아크로삼성,419
2025-11,서울,분양임대조합,서울특별시 강남구 청담동  134-18,청담 르엘,1261
2025-10,서울,조합,서울특별시 강남구 청담동 34,"영동,한양빌라",42
2025-01,서울,임대,서울특별시 강동구 강일동  0-0,고덕강일2단지,697
2025-02,서울,임대,서울특별시 강동구 길동 367-1,강동구 길동 367-1(청년안심주택),297
2025-02,서울,임대,서울특별시 강동구 길동 368-7,강동구 길동 368-7(청년안심주택),270
2025-06,서울,분양조합,서울특별시 강동구 명일동 263-2,명일동 현대하이츠연립,30
2025-04,서울,분양임대,서울특별시 강동구 성내동  15-0,그란츠 리버파크,407
2025-02,서울,분양,서울특별시 강동구 천호동  334-2,천호역 마에스트로,77
2026-05,서울,분양,서울특별시 강동구 천호동  356-0,VIORR(비오르),53
2025-12,서울,분양임대조합,서울특별시 강동구 천호동  410-100,더샵 강동센트럴시티,670
2026-01,서울,분양임대조합,서울특별시 강동구 천호동  423-76,e편한세상 강동 프레스티지원,535
2025-02,서울,임대,서울특별시 강동구 천호동  555-0,강동천호 행복주택,94
2026-08,서울,분양임대,서울특별시 강북구 미아동  194-2,엘리프 미아역 1단지,78
2026-08,서울,분양임대,서울특별시 강북구 미아동  195-0,엘리프 미아역 2단지,182
2025-11,서울,분양,서울특별시 강북구 미아동  705-1,한화 포레나 미아,497
2025-12,서울,임대,서울특별시 강북구 수유동 47-52,수유동47-52(청년안심주택),426
2026-03,서울,임대,서울특별시 강서구 공항동 11-21,강서구 공항동 11-21(청년안심주택),176
2026-07,서울,임대,서울특별시 강서구 공항동 50-5,강서구 공항동 50-5(청년안심주택),157
2025-05,서울,임대,서울특별시 강서구 내발산동 647-1,내발산동647-1(청년안심주택),716
2026-10,서울,분양임대조합,서울특별시 강서구 등촌동  366-24,힐스테이트 등촌역 ,543
2025-11,서울,분양조합,서울특별시 강서구 등촌동 654-40,등촌654,73
2026-06,서울,임대,서울특별시 강서구 마곡 도시개발사업구역 내 Ds13,마곡 R&D 도전숙,201
2026-12,서울,임대,서울특별시 강서구 마곡동 1410,방화차고지 복합화,75
2026-06,서울,분양임대,서울특별시 강서구 마곡동 747-1,마곡10-2BL,577
2025-06,서울,임대,서울특별시 강서구 염창동 275,강서구 염창동 275(청년안심주택),156
2025-11,서울,분양임대조합,서울특별시 강서구 염창동 283,덕수연립,66
2025-01,서울,분양임대조합,서울특별시 관악구 봉천동  산 101-0,힐스테이트 관악센트씨엘,997
2025-04,서울,임대,서울특별시 관악구 봉천동 180-311,봉천동 관사(관악봉천),236
2025-05,서울,분양임대조합,서울특별시 관악구 신림동  316-62,서울대벤처타운역 푸르지오,571
2025-08,서울,임대,서울특별시 관악구 신림동 1644-3,관악구 신림동 1644-3(청년안심주택),240
2025-09,서울,분양,서울특별시 광진구 광장동  188-2,포제스 한강,128
2026-11,서울,분양임대조합,서울특별시 광진구 구의동  592-39,강변역 센트럴 아이파크,215
2026-03,서울,임대,서울특별시 광진구 구의동 246-10,구의동246-10(청년안심주택),439
2026-03,서울,임대,서울특별시 광진구 구의동 587-6,광진구 구의동 587-6(청년안심주택),174
2025-03,서울,분양임대,서울특별시 광진구 자양동  680-63,롯데캐슬 이스트폴,1063
2025-02,서울,임대,서울특별시 광진구 자양동  680-63,어울채(서울리츠1호),300
2025-03,서울,임대,서울특별시 광진구 자양동 8-8,더포디엄830(청년안심주택)공공임대,167
2025-02,서울,임대,서울특별시 광진구 자양동 8-8,더포디엄830(청년안심주택)민간임대,313
2025-10,서울,임대,서울특별시 광진구 중곡동 93-13,광진구 중곡동 93-13(청년안심주택),261
2026-04,서울,분양조합,서울특별시 구로구 개봉동  312-38,개봉 루브루 ,295
2025-06,서울,임대,서울특별시 구로구 개봉동 179-11,구로구 개봉동 179-11(청년안심주택),268
2025-05,서울,임대,서울특별시 구로구 개봉동 403-29,구로구 개봉동 403-29(청년안심주택),605
2026-04,서울,분양조합,서울특별시 구로구 구로동 33,신도림역동문디이스트,61
2025-08,서울,분양조합,서울특별시 구로구 오류동  213-1,천왕역 모아엘가 트레뷰,440
2026-03,서울,임대,서울특별시 금천구 독산동 292-6,독산동292-6(청년안심주택),589
2026-05,서울,임대,서울특별시 금천구 시흥동 103-3,금천구 시흥동 103-3(청년안심주택),180
2025-05,서울,분양조합,서울특별시 금천구 시흥동 973-4,유림,36
2025-07,서울,임대,서울특별시 노원구 상계동 1049-71,상계동1049-71(청년안심주택),443
2025-12,서울,임대,서울특별시 노원구 상계동 690,상계동690(청년안심주택),302
2025-06,서울,임대,서울특별시 노원구 월계동 410-3,노원구 월계동 410-3(청년안심주택),275
2026-03,서울,분양임대조합,서울특별시 도봉구 도봉동  95-0,도봉 금호어울림 리버파크,299
2025-07,서울,임대,서울특별시 도봉구 방학동 717-6,도봉롯데캐슬골든파크(민간임대),282
2025-02,서울,분양,서울특별시 도봉구 창동  662-7,창동 다우아트리체,89
2025-04,서울,분양임대조합,서울특별시 동대문구 답십리동  12-0,e편한세상 답십리 아르테포레,326
2025-10,서울,임대,서울특별시 동대문구 신설동 98-18,동대문구 신설동 98-18(청년안심주택),99
2025-07,서울,분양임대,서울특별시 동대문구 용두동  26-14,용두 1-3구역(힐스테이트 청량리 메트로블),288
2025-11,서울,분양임대조합,서울특별시 동대문구 이문동  149-8,이문 아이파크 자이,4334
2025-01,서울,분양임대조합,서울특별시 동대문구 이문동  257-42,래미안 라그란데,3069
2025-08,서울,임대,서울특별시 동대문구 장안동 418-1,동대문구 장안동 418-1(청년안심주택),125
2025-03,서울,임대,서울특별시 동대문구 장안동 465-4,장안동하트리움(청년안심주택)민간임대,145
2025-06,서울,임대,서울특별시 동대문구 장안동 465-4,장안동하트리움(청년안심주택)공공임대,139
2025-10,서울,임대,서울특별시 동대문구 전농동 127-359,동대문구 전농동 127-359(청년안심주택),206
2026-04,서울,분양임대조합,서울특별시 동대문구 청량리동  199-5,청량리 롯데캐슬 하이루체,761
2025-06,서울,분양임대조합,서울특별시 동대문구 휘경동  172-0,휘경자이 디센시아,1806
2025-06,서울,임대,서울특별시 동대문구 휘경동 244-1,휘경동244-1(청년안심주택),349
2026-04,서울,임대,서울특별시 동작구 노량진동 39-20,동작구 노량진동 39-20(청년안심주택),260
2026-11,서울,임대,서울특별시 동작구 사당동 1008-1,동작구 사당동 1008-1(청년안심주택),162
2026-00,서울,임대,서울특별시 동작구 사당동 1046-1,한누리주차장,46
2026-02,서울,분양임대,서울특별시 동작구 상도동 373-1,상도동힐스테이트장승배기역,370
2026-00,서울,임대,서울특별시 동작구 상도동 54-20,청석주차장,36
2026-00,서울,분양임대,서울특별시 동작구 신대방동  377-1,동작 보라매역 프리센트,124
2025-03,서울,임대,서울특별시 동작구 신대방동 351-5,동작구 신대방동 351-5(청년안심주택),330
2025-07,서울,분양임대,서울특별시 마포구 노고산동  107-38,빌리브 디 에이블,299
2025-00,서울,임대,서울특별시 마포구 노고산동 49-29,신촌지역(마포)1-2,98
2026-10,서울,분양조합,서울특별시 마포구 동교동 200-2,기린동산빌라,123
2025-08,서울,분양조합,서울특별시 마포구 신공덕동  27-8,신공덕 아이파크 도시형생활주택,140
2026-08,서울,분양임대,서울특별시 마포구 신수동 91-90,광흥창역,488
2026-09,서울,임대,서울특별시 마포구 염리동 172-10,마포구 염리동 172-10(청년안심주택),299
2026-11,서울,임대,서울특별시 마포구 염리동 85-2,마포구 염리동 85-2(청년안심주택),499
2026-03,서울,분양조합,서울특별시 마포구 용강동 39-1,우석연립,69
2025-11,서울,분양임대조합,서울특별시 서대문구 남가좌동  289-54,DMC가재울아이파크,283
2026-09,서울,임대,서울특별시 서대문구 북가좌동 333-1,서대문구 북가좌동 333-1(청년안심주택),382
